rule,rule_size,final_equity,pnl,return_pct,maxdd_pct,active_days,exposure_pct,win_rate_when_active_pct,switches,delta_pnl_vs_baseline,delta_return_pct_vs_baseline,delta_maxdd_pct_vs_baseline,pnl_per_maxdd
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q60 & SOXL_MACD_hist_lag1_lt_0,3,17986.376271197496,7986.376271197496,79.86376271197496,27.2323567895077,33,13.095238095238097,60.60606060606061,24,-19921.123973987193,-199.21123973987187,-12.75886377065014,293.2679067378608
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.0 & SOXL_Px_lt_EMA20_lag1,3,17940.891385562234,7940.891385562234,79.40891385562234,8.924440427519013,23,9.126984126984127,60.86956521739131,24,-19966.608859622454,-199.66608859622448,-31.06678013263883,889.7915169085616
SOXL_ATRpct_lag1_gt_q40 & SOXS_ret1_lag1_gt_0.02,2,17835.958266650123,7835.958266650123,78.35958266650123,23.064989503293024,51,20.238095238095237,56.86274509803921,80,-20071.541978534566,-200.7154197853456,-16.926231056864818,339.733875254154
SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.01 & SOXS_ret1_lag1_gt_0.02,3,17835.958266650123,7835.958266650123,78.35958266650123,23.064989503293024,51,20.238095238095237,56.86274509803921,80,-20071.541978534566,-200.7154197853456,-16.926231056864818,339.733875254154
SOXL_ATRpct_lag1_gt_q40 & SOXS_ret1_lag1_gt_0.01 & SOXS_ret1_lag1_gt_0.02,3,17835.958266650123,7835.958266650123,78.35958266650123,23.064989503293024,51,20.238095238095237,56.86274509803921,80,-20071.541978534566,-200.7154197853456,-16.926231056864818,339.733875254154
SOXL_RSI14_lag1_lt_40 & SOXL_VolZ20_lag1_gt_0.5,2,17822.64912943248,7822.649129432481,78.2264912943248,12.174453824011893,24,9.523809523809524,70.83333333333334,18,-20084.851115752208,-200.84851115752204,-27.81676673614595,642.5462072067438
SOXL_RSI14_lag1_lt_40 & SOXL_RSI14_lag1_lt_45 & SOXL_VolZ20_lag1_gt_0.5,3,17822.64912943248,7822.649129432481,78.2264912943248,12.174453824011893,24,9.523809523809524,70.83333333333334,18,-20084.851115752208,-200.84851115752204,-27.81676673614595,642.5462072067438
SOXL_RSI14_lag1_lt_40 & SOXL_VolZ20_lag1_gt_0.5 & SOXL_MACD_hist_lag1_lt_0,3,17822.64912943248,7822.649129432481,78.2264912943248,12.174453824011893,24,9.523809523809524,70.83333333333334,18,-20084.851115752208,-200.84851115752204,-27.81676673614595,642.5462072067438
SOXL_RSI14_lag1_lt_40 & SOXL_VolZ20_lag1_gt_0.5 & SOXL_Px_lt_EMA20_lag1,3,17822.64912943248,7822.649129432481,78.2264912943248,12.174453824011893,24,9.523809523809524,70.83333333333334,18,-20084.851115752208,-200.84851115752204,-27.81676673614595,642.5462072067438
SOXL_MACD_hist_lag1_lt_0 & SOXL_Px_lt_EMA20_lag1 & SOXS_ret1_lag1_gt_0.02,3,17815.013992502885,7815.013992502885,78.15013992502887,14.200638489427106,29,11.507936507936508,62.06896551724138,44,-20092.486252681803,-200.92486252681798,-25.790582070730736,550.3283530752119
SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.02,2,17807.055446036673,7807.055446036673,78.07055446036672,22.18854855733116,36,14.285714285714285,63.888888888888886,54,-20100.444799148016,-201.0044479914801,-17.802672002826682,351.8506596258276
SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.02,3,17807.055446036673,7807.055446036673,78.07055446036672,22.18854855733116,36,14.285714285714285,63.888888888888886,54,-20100.444799148016,-201.0044479914801,-17.802672002826682,351.8506596258276
SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.01,3,17807.055446036673,7807.055446036673,78.07055446036672,22.18854855733116,36,14.285714285714285,63.888888888888886,54,-20100.444799148016,-201.0044479914801,-17.802672002826682,351.8506596258276
SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.02,3,17790.4886606092,7790.4886606092,77.904886606092,22.260940403571947,35,13.88888888888889,62.857142857142854,54,-20117.011584575488,-201.17011584575482,-17.730280156585895,349.9622441538523
SOXL_RSI14_lag1_lt_45 & SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q50,3,17625.549374086488,7625.549374086488,76.25549374086486,18.12290167605975,21,8.333333333333332,66.66666666666666,12,-20281.9508710982,-202.81950871098198,-21.86831888409809,420.76867768696195
SOXL_RSI14_lag1_lt_45 & SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q60,3,17625.549374086488,7625.549374086488,76.25549374086486,18.12290167605975,21,8.333333333333332,66.66666666666666,12,-20281.9508710982,-202.81950871098198,-21.86831888409809,420.76867768696195
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q50,3,17593.378500801362,7593.378500801362,75.93378500801361,21.952052426217115,30,11.904761904761903,60.0,24,-20314.121744383327,-203.14121744383323,-18.039168133940727,345.90745108337416
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q60,3,17593.378500801362,7593.378500801362,75.93378500801361,21.952052426217115,30,11.904761904761903,60.0,24,-20314.121744383327,-203.14121744383323,-18.039168133940727,345.90745108337416
SOXL_RSI14_lag1_lt_45 & SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.01,3,17553.260007972738,7553.260007972738,75.53260007972737,14.200638489427106,25,9.920634920634921,72.0,36,-20354.24023721195,-203.54240237211945,-25.790582070730736,531.8958026849579
SOXL_RSI14_lag1_lt_45 & SOXL_MACD_hist_lag1_lt_0 & SOXS_ret1_lag1_gt_0.01,3,17553.260007972738,7553.260007972738,75.53260007972737,14.200638489427106,25,9.920634920634921,72.0,36,-20354.24023721195,-203.54240237211945,-25.790582070730736,531.8958026849579
SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.01,2,17518.728738742615,7518.728738742615,75.18728738742615,15.258143185491138,47,18.650793650793652,61.702127659574465,64,-20388.771506442074,-203.8877150644207,-24.733077374666706,492.7682646137521
SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.03,2,17503.374403779882,7503.374403779882,75.03374403779884,18.629127817008808,44,17.46031746031746,59.09090909090909,74,-20404.125841404806,-204.041258414048,-21.362092743149034,402.7764733531505
SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.03,3,17503.374403779882,7503.374403779882,75.03374403779884,18.629127817008808,44,17.46031746031746,59.09090909090909,74,-20404.125841404806,-204.041258414048,-21.362092743149034,402.7764733531505
SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.02 & SOXL_ret1_lag1_lt_-0.03,3,17503.374403779882,7503.374403779882,75.03374403779884,18.629127817008808,44,17.46031746031746,59.09090909090909,74,-20404.125841404806,-204.041258414048,-21.362092743149034,402.7764733531505
SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.03 & SOXS_ret1_lag1_gt_0.01,3,17503.374403779882,7503.374403779882,75.03374403779884,18.629127817008808,44,17.46031746031746,59.09090909090909,74,-20404.125841404806,-204.041258414048,-21.362092743149034,402.7764733531505
SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.03 & SOXS_ret1_lag1_gt_0.02,3,17503.374403779882,7503.374403779882,75.03374403779884,18.629127817008808,44,17.46031746031746,59.09090909090909,74,-20404.125841404806,-204.041258414048,-21.362092743149034,402.7764733531505
SOXL_RSI14_lag1_lt_35 & SOXL_ATRpct_lag1_gt_q50,2,17468.64639683016,7468.646396830161,74.68646396830161,10.05363793218541,21,8.333333333333332,71.42857142857143,12,-20438.853848354527,-204.38853848354523,-29.937582627972432,742.8799850569777
SOXL_RSI14_lag1_lt_35 & SOXL_ATRpct_lag1_gt_q60,2,17468.64639683016,7468.646396830161,74.68646396830161,10.05363793218541,21,8.333333333333332,71.42857142857143,12,-20438.853848354527,-204.38853848354523,-29.937582627972432,742.8799850569777
SOXL_RSI14_lag1_lt_35 & SOXL_RSI14_lag1_lt_40 & SOXL_ATRpct_lag1_gt_q50,3,17468.64639683016,7468.646396830161,74.68646396830161,10.05363793218541,21,8.333333333333332,71.42857142857143,12,-20438.853848354527,-204.38853848354523,-29.937582627972432,742.8799850569777
SOXL_RSI14_lag1_lt_35 & SOXL_RSI14_lag1_lt_40 & SOXL_ATRpct_lag1_gt_q60,3,17468.64639683016,7468.646396830161,74.68646396830161,10.05363793218541,21,8.333333333333332,71.42857142857143,12,-20438.853848354527,-204.38853848354523,-29.937582627972432,742.8799850569777
SOXL_RSI14_lag1_lt_35 & SOXL_RSI14_lag1_lt_45 & SOXL_ATRpct_lag1_gt_q50,3,17468.64639683016,7468.646396830161,74.68646396830161,10.05363793218541,21,8.333333333333332,71.42857142857143,12,-20438.853848354527,-204.38853848354523,-29.937582627972432,742.8799850569777
SOXL_RSI14_lag1_lt_35 & SOXL_RSI14_lag1_lt_45 & SOXL_ATRpct_lag1_gt_q60,3,17468.64639683016,7468.646396830161,74.68646396830161,10.05363793218541,21,8.333333333333332,71.42857142857143,12,-20438.853848354527,-204.38853848354523,-29.937582627972432,742.8799850569777
SOXL_RSI14_lag1_lt_35 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q50,3,17468.64639683016,7468.646396830161,74.68646396830161,10.05363793218541,21,8.333333333333332,71.42857142857143,12,-20438.853848354527,-204.38853848354523,-29.937582627972432,742.8799850569777
SOXL_RSI14_lag1_lt_35 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q60,3,17468.64639683016,7468.646396830161,74.68646396830161,10.05363793218541,21,8.333333333333332,71.42857142857143,12,-20438.853848354527,-204.38853848354523,-29.937582627972432,742.8799850569777
SOXL_RSI14_lag1_lt_35 & SOXL_ATRpct_lag1_gt_q50 & SOXL_ATRpct_lag1_gt_q60,3,17468.64639683016,7468.646396830161,74.68646396830161,10.05363793218541,21,8.333333333333332,71.42857142857143,12,-20438.853848354527,-204.38853848354523,-29.937582627972432,742.8799850569777
SOXL_RSI14_lag1_lt_35 & SOXL_ATRpct_lag1_gt_q50 & SOXL_Px_lt_EMA20_lag1,3,17468.64639683016,7468.646396830161,74.68646396830161,10.05363793218541,21,8.333333333333332,71.42857142857143,12,-20438.853848354527,-204.38853848354523,-29.937582627972432,742.8799850569777
SOXL_RSI14_lag1_lt_35 & SOXL_ATRpct_lag1_gt_q60 & SOXL_Px_lt_EMA20_lag1,3,17468.64639683016,7468.646396830161,74.68646396830161,10.05363793218541,21,8.333333333333332,71.42857142857143,12,-20438.853848354527,-204.38853848354523,-29.937582627972432,742.8799850569777
SOXL_ATRpct_lag1_gt_q40 & SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.02,3,17464.214805928103,7464.214805928103,74.64214805928103,23.686658556551674,29,11.507936507936508,65.51724137931035,46,-20443.285439256586,-204.43285439256582,-16.30456200360617,315.12316471769793
SOXL_ATRpct_lag1_gt_q40 & SOXL_MACD_hist_lag1_lt_0 & SOXS_ret1_lag1_gt_0.01,3,17457.101182706305,7457.101182706305,74.57101182706305,14.200638489427106,35,13.88888888888889,65.71428571428571,52,-20450.399062478384,-204.5039906247838,-25.790582070730736,525.1243588982558
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.01,3,17430.15602042898,7430.156020428982,74.30156020428981,15.353323088951232,25,9.920634920634921,60.0,42,-20477.344224755707,-204.77344224755703,-24.63789747120661,483.94448403003855
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q40 & SOXS_ret1_lag1_gt_0.01,3,17430.15602042898,7430.156020428982,74.30156020428981,15.353323088951232,25,9.920634920634921,60.0,42,-20477.344224755707,-204.77344224755703,-24.63789747120661,483.94448403003855
SOXS_RSI14_lag1_gt_55 & SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q40,3,17322.729222927388,7322.729222927388,73.22729222927389,15.666338719216915,20,7.936507936507936,75.0,16,-20584.7710222573,-205.84771022257297,-24.324881840940925,467.41803264760614
SOXL_RSI14_lag1_lt_40 & SOXS_RSI14_lag1_gt_55 & SOXL_VolZ20_lag1_gt_0.5,3,17254.104929173685,7254.104929173685,72.54104929173685,12.174453824011886,21,8.333333333333332,76.19047619047619,18,-20653.395316011003,-206.53395316011,-27.816766736145958,595.8464366480481
SOXL_ATRpct_lag1_gt_q40 & SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.01,3,17195.65785290577,7195.65785290577,71.95657852905771,14.200638489427098,36,14.285714285714285,61.111111111111114,47,-20711.84239227892,-207.11842392278913,-25.790582070730743,506.7136846179983
SOXL_ATRpct_lag1_gt_q40 & SOXL_Px_lt_EMA20_lag1 & SOXS_ret1_lag1_gt_0.01,3,17195.65785290577,7195.65785290577,71.95657852905771,14.200638489427098,36,14.285714285714285,61.111111111111114,47,-20711.84239227892,-207.11842392278913,-25.790582070730743,506.7136846179983
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_0.5 & SOXL_MACD_hist_lag1_lt_0,3,17168.91209671933,7168.91209671933,71.6891209671933,23.448559205022264,34,13.492063492063492,58.82352941176471,32,-20738.58814846536,-207.38588148465354,-16.54266135513558,305.7293215347695
SOXL_VolZ20_lag1_gt_1.5,1,17101.607516766453,7101.607516766453,71.01607516766452,9.961719171235735,22,8.73015873015873,63.63636363636363,24,-20805.892728418235,-208.05892728418232,-30.029501388922107,712.889752731858
SOXL_VolZ20_lag1_gt_0.5 & SOXL_VolZ20_lag1_gt_1.5,2,17101.607516766453,7101.607516766453,71.01607516766452,9.961719171235735,22,8.73015873015873,63.63636363636363,24,-20805.892728418235,-208.05892728418232,-30.029501388922107,712.889752731858
SOXL_VolZ20_lag1_gt_1.0 & SOXL_VolZ20_lag1_gt_1.5,2,17101.607516766453,7101.607516766453,71.01607516766452,9.961719171235735,22,8.73015873015873,63.63636363636363,24,-20805.892728418235,-208.05892728418232,-30.029501388922107,712.889752731858
SOXL_VolZ20_lag1_gt_0.5 & SOXL_VolZ20_lag1_gt_1.0 & SOXL_VolZ20_lag1_gt_1.5,3,17101.607516766453,7101.607516766453,71.01607516766452,9.961719171235735,22,8.73015873015873,63.63636363636363,24,-20805.892728418235,-208.05892728418232,-30.029501388922107,712.889752731858
SOXL_RSI14_lag1_lt_40 & SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q40,3,17096.881295716328,7096.881295716328,70.96881295716328,14.469189300893836,21,8.333333333333332,71.42857142857143,14,-20810.61894946836,-208.10618949468358,-25.522031259264004,490.48230333664355
SOXL_ATRpct_lag1_gt_q40 & SOXL_MACD_hist_lag1_lt_0 & SOXS_ret1_lag1_gt_0.02,3,17091.648215090747,7091.648215090747,70.91648215090747,23.686658556551674,31,12.3015873015873,64.51612903225806,50,-20815.85203009394,-208.15852030093936,-16.30456200360617,299.3942010925477
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.02,3,17007.350343116093,7007.350343116093,70.07350343116094,15.353323088951232,24,9.523809523809524,58.333333333333336,40,-20900.149902068595,-209.0014990206859,-24.63789747120661,456.4061019570948
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q40 & SOXS_ret1_lag1_gt_0.02,3,17007.350343116093,7007.350343116093,70.07350343116094,15.353323088951232,24,9.523809523809524,58.333333333333336,40,-20900.149902068595,-209.0014990206859,-24.63789747120661,456.4061019570948
SOXL_ATRpct_lag1_gt_q40 & SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.03,3,16792.498442465716,6792.498442465716,67.92498442465715,17.021058553822797,30,11.904761904761903,63.33333333333333,50,-21115.001802718973,-211.15001802718967,-22.970162006335045,399.06439549496605
SOXL_MACD_hist_lag1_lt_0 & SOXS_ret1_lag1_gt_0.02,2,16673.110656827885,6673.110656827885,66.73110656827885,25.55540750274283,39,15.476190476190476,58.97435897435898,60,-21234.389588356804,-212.343895883568,-14.435813057415011,261.12323413788914
SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.01 & SOXS_ret1_lag1_gt_0.02,3,16673.110656827885,6673.110656827885,66.73110656827885,25.55540750274283,39,15.476190476190476,58.97435897435898,60,-21234.389588356804,-212.343895883568,-14.435813057415011,261.12323413788914
SOXL_MACD_hist_lag1_lt_0 & SOXS_ret1_lag1_gt_0.01 & SOXS_ret1_lag1_gt_0.02,3,16673.110656827885,6673.110656827885,66.73110656827885,25.55540750274283,39,15.476190476190476,58.97435897435898,60,-21234.389588356804,-212.343895883568,-14.435813057415011,261.12323413788914
SOXS_RSI14_lag1_gt_60,1,16603.64892200057,6603.6489220005715,66.0364892200057,8.924440427519013,20,7.936507936507936,80.0,14,-21303.851323184117,-213.03851323184114,-31.06678013263883,739.9510339760742
SOXL_RSI14_lag1_lt_40 & SOXS_RSI14_lag1_gt_60,2,16603.64892200057,6603.6489220005715,66.0364892200057,8.924440427519013,20,7.936507936507936,80.0,14,-21303.851323184117,-213.03851323184114,-31.06678013263883,739.9510339760742
SOXL_RSI14_lag1_lt_45 & SOXS_RSI14_lag1_gt_60,2,16603.64892200057,6603.6489220005715,66.0364892200057,8.924440427519013,20,7.936507936507936,80.0,14,-21303.851323184117,-213.03851323184114,-31.06678013263883,739.9510339760742
SOXS_RSI14_lag1_gt_55 & SOXS_RSI14_lag1_gt_60,2,16603.64892200057,6603.6489220005715,66.0364892200057,8.924440427519013,20,7.936507936507936,80.0,14,-21303.851323184117,-213.03851323184114,-31.06678013263883,739.9510339760742
SOXS_RSI14_lag1_gt_60 & SOXL_MACD_hist_lag1_lt_0,2,16603.64892200057,6603.6489220005715,66.0364892200057,8.924440427519013,20,7.936507936507936,80.0,14,-21303.851323184117,-213.03851323184114,-31.06678013263883,739.9510339760742
SOXS_RSI14_lag1_gt_60 & SOXL_Px_lt_EMA20_lag1,2,16603.64892200057,6603.6489220005715,66.0364892200057,8.924440427519013,20,7.936507936507936,80.0,14,-21303.851323184117,-213.03851323184114,-31.06678013263883,739.9510339760742
SOXL_RSI14_lag1_lt_40 & SOXL_RSI14_lag1_lt_45 & SOXS_RSI14_lag1_gt_60,3,16603.64892200057,6603.6489220005715,66.0364892200057,8.924440427519013,20,7.936507936507936,80.0,14,-21303.851323184117,-213.03851323184114,-31.06678013263883,739.9510339760742
SOXL_RSI14_lag1_lt_40 & SOXS_RSI14_lag1_gt_55 & SOXS_RSI14_lag1_gt_60,3,16603.64892200057,6603.6489220005715,66.0364892200057,8.924440427519013,20,7.936507936507936,80.0,14,-21303.851323184117,-213.03851323184114,-31.06678013263883,739.9510339760742
SOXL_RSI14_lag1_lt_40 & SOXS_RSI14_lag1_gt_60 & SOXL_MACD_hist_lag1_lt_0,3,16603.64892200057,6603.6489220005715,66.0364892200057,8.924440427519013,20,7.936507936507936,80.0,14,-21303.851323184117,-213.03851323184114,-31.06678013263883,739.9510339760742
SOXL_RSI14_lag1_lt_40 & SOXS_RSI14_lag1_gt_60 & SOXL_Px_lt_EMA20_lag1,3,16603.64892200057,6603.6489220005715,66.0364892200057,8.924440427519013,20,7.936507936507936,80.0,14,-21303.851323184117,-213.03851323184114,-31.06678013263883,739.9510339760742
SOXL_RSI14_lag1_lt_45 & SOXS_RSI14_lag1_gt_55 & SOXS_RSI14_lag1_gt_60,3,16603.64892200057,6603.6489220005715,66.0364892200057,8.924440427519013,20,7.936507936507936,80.0,14,-21303.851323184117,-213.03851323184114,-31.06678013263883,739.9510339760742
SOXL_RSI14_lag1_lt_45 & SOXS_RSI14_lag1_gt_60 & SOXL_MACD_hist_lag1_lt_0,3,16603.64892200057,6603.6489220005715,66.0364892200057,8.924440427519013,20,7.936507936507936,80.0,14,-21303.851323184117,-213.03851323184114,-31.06678013263883,739.9510339760742
SOXL_RSI14_lag1_lt_45 & SOXS_RSI14_lag1_gt_60 & SOXL_Px_lt_EMA20_lag1,3,16603.64892200057,6603.6489220005715,66.0364892200057,8.924440427519013,20,7.936507936507936,80.0,14,-21303.851323184117,-213.03851323184114,-31.06678013263883,739.9510339760742
SOXS_RSI14_lag1_gt_55 & SOXS_RSI14_lag1_gt_60 & SOXL_MACD_hist_lag1_lt_0,3,16603.64892200057,6603.6489220005715,66.0364892200057,8.924440427519013,20,7.936507936507936,80.0,14,-21303.851323184117,-213.03851323184114,-31.06678013263883,739.9510339760742
SOXS_RSI14_lag1_gt_55 & SOXS_RSI14_lag1_gt_60 & SOXL_Px_lt_EMA20_lag1,3,16603.64892200057,6603.6489220005715,66.0364892200057,8.924440427519013,20,7.936507936507936,80.0,14,-21303.851323184117,-213.03851323184114,-31.06678013263883,739.9510339760742
SOXS_RSI14_lag1_gt_60 & SOXL_MACD_hist_lag1_lt_0 & SOXL_Px_lt_EMA20_lag1,3,16603.64892200057,6603.6489220005715,66.0364892200057,8.924440427519013,20,7.936507936507936,80.0,14,-21303.851323184117,-213.03851323184114,-31.06678013263883,739.9510339760742
SOXL_RSI14_lag1_lt_45 & SOXL_ret1_lag1_lt_-0.01,2,16599.057782796946,6599.057782796946,65.99057782796946,14.200638489427103,28,11.11111111111111,67.85714285714286,38,-21308.442462387742,-213.0844246238774,-25.79058207073074,464.7014842121491
SOXL_RSI14_lag1_lt_45 & SOXS_ret1_lag1_gt_0.01,2,16599.057782796946,6599.057782796946,65.99057782796946,14.200638489427103,28,11.11111111111111,67.85714285714286,38,-21308.442462387742,-213.0844246238774,-25.79058207073074,464.7014842121491
SOXL_RSI14_lag1_lt_45 & SOXL_ret1_lag1_lt_-0.01 & SOXS_ret1_lag1_gt_0.01,3,16599.057782796946,6599.057782796946,65.99057782796946,14.200638489427103,28,11.11111111111111,67.85714285714286,38,-21308.442462387742,-213.0844246238774,-25.79058207073074,464.7014842121491
SOXL_VolZ20_lag1_gt_1.5 & SOXS_VolZ20_lag1_gt_0.5,2,16594.130896133756,6594.130896133756,65.94130896133757,9.961719171235739,21,8.333333333333332,61.904761904761905,24,-21313.369349050932,-213.13369349050927,-30.029501388922103,661.9470778873365
SOXL_VolZ20_lag1_gt_1.5 & SOXS_VolZ20_lag1_gt_1.0,2,16594.130896133756,6594.130896133756,65.94130896133757,9.961719171235739,21,8.333333333333332,61.904761904761905,24,-21313.369349050932,-213.13369349050927,-30.029501388922103,661.9470778873365
SOXL_VolZ20_lag1_gt_0.5 & SOXL_VolZ20_lag1_gt_1.5 & SOXS_VolZ20_lag1_gt_0.5,3,16594.130896133756,6594.130896133756,65.94130896133757,9.961719171235739,21,8.333333333333332,61.904761904761905,24,-21313.369349050932,-213.13369349050927,-30.029501388922103,661.9470778873365
SOXL_VolZ20_lag1_gt_0.5 & SOXL_VolZ20_lag1_gt_1.5 & SOXS_VolZ20_lag1_gt_1.0,3,16594.130896133756,6594.130896133756,65.94130896133757,9.961719171235739,21,8.333333333333332,61.904761904761905,24,-21313.369349050932,-213.13369349050927,-30.029501388922103,661.9470778873365
